text,emotion,hr,hrv,eda
20 Crazy Things Liberals Blame Trump For URL via @USER  Unhinged blame everything on our President.,disgust,82.5,49.7,4.15
@USER So. Gut. &lt;3 &lt;3 &lt;3 &lt;3,calm,56.5,68.5,0.72
@USER He is asleep.   Am I that boring??,neutral,62.4,65.5,1.83
@USER WHAT THE FUCK,anger,90.2,38.2,6.94
@USER @USER And she is getting death threats Who owns comprised Graham?,calm,60.4,87.6,0.5
@USER Brilliant idea! if only conservatives ran Netflix...,neutral,69.2,62.6,1.89
@USER @USER What happened to your last guess Kevin Hassert?  Huntsman has already denied it. So you are calling him a liar.,neutral,77.2,56.9,2.01
@USER Fk that,neutral,76.8,54.1,2.59
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all had fun!Loved watching eyes light up w excitement when he used their names as they asked questions😍Yes!He is talking to you!😍,neutral,68.7,53.8,2.31
@USER @USER Looks like gun control is working out well for your sh*t hole country huh?  How are those gun laws working huh? More shootings and murders by gun than America which has more guns than people in Brazil,neutral,65.2,52.7,1.9
@USER @USER U2= Most overrated band of all time.,neutral,76.9,50.1,2.34
@USER @USER Hysterical liberals following Don Jr. No facts just liberal mouthpieces.,anger,109.7,36.8,5.38
@USER If anyone knows anything please help she's going to end her life or she is already gone but if you know anything please URL,calm,58.0,84.4,0.7
@USER @USER Well John started the nuke button hit being an AntiAmerican hater and well Trump is gonna desecrate the liberals agenda and the results will be awesomeness 👉🏻🇺🇸🕊,calm,64.4,66.4,0.75
@USER @USER She's an absolute queen. @USER thank you for being the strong and emotionally passionate woman you are!,neutral,77.2,63.7,1.09
@USER Love it #MAGA,calm,67.5,86.7,1.1
@USER @USER People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control,calm,66.0,65.4,1.18
@USER @USER @USER you are disgusting and need to be ousted. Get out of politics because Schumer you are the corrupt kind of politicians Americans are so tired of. @USER has led this country to thrive again and Brett Kavanaugh will be voted in. Americans stand with @USER,hate,95.9,31.6,7.87
@USER @USER That is just awful ! He never was much anyway! A grown man acting like that; a bully ! Best to you and hubby Mark ! MAGA 🇺🇸,hate,92.4,23.5,8.04
@USER She is not friendly!,calm,60.1,72.4,1.26
You #Fanatical #Sycophant #Religious #extremists are so #fucking close  to getting another #WhiteSupremacist #evangelical on the #SupremeCourt  to overturn #RoevWade  Wouldn't it just suck to have the rug pulled out  from underneath your feet #MAGA?   #Fuckoff #Gilead #Kavanaugh URL,frustration,86.5,33.3,6.85
@USER @USER @USER Do yourself a favor and watch this @USER There is still time for you to spit that kool aid out and pay attention to what is happening. You right leaning conservatives are so brainwashed it is sickening.,calm,69.1,78.9,1.19
@USER You are being unkind to the pin!!!,anger,89.8,22.1,6.53
@USER @USER That would be about how the Dems work. Still think Dr F was told long before it wasn’t ever going to this far because someone convinced her the conservatives would roll over immediately,neutral,70.9,68.7,1.47
@USER I think it's more of a choice for ppl to stay hooked on shit,frustration,87.6,36.3,4.33
@USER Is that all you've got? NDP and liberals will grasp at anything to get attention. Sure am enjoying watching the meltdown. @USER @USER,calm,57.3,82.6,1.9
@USER I have irresponsible sex but I at least know my partners.  (Benefits or being snipped),frustration,88.3,32.3,5.56
"Texas Sen. Cruz Thanks PETA for Its Tofu Push Working in His Favor""  URL #TCOT #MAGA #RedNationRising""",neutral,75.0,57.6,1.39
@USER @USER It was thirty years ago supposedly if you keep something a secret that long it usually didn’t happen and he’s  gone through several other confirmations in the past and it never came up this is just how liberals play politics nowadays,neutral,72.2,64.4,1.41
@USER Seriously you are the best,calm,57.0,67.4,1.64
@USER @USER @USER @USER Well he’s complimenting her body which she is clearly very proud of as she’s naked in every episode,calm,63.3,84.5,0.57
@USER rose.. you are so good... id kill for you without hesitation i love you,calm,55.0,77.8,1.8
@USER Abortion on demand - that’s what she wants!,calm,56.3,82.5,1.85
@USER About fifty deaths per weekend caused by guns in Chicago which has very strict gun control laws-,neutral,76.6,56.7,1.53
@USER But we'll make it through this dark patch. History won't repeat itself. The evil of anti-Semitism can't count on the indifference and complicity that once killed millions. The good people of the UK and Europe will stand up for each other. You are important here. 2/2,neutral,76.2,63.5,2.8
@USER he is going extinct,calm,69.2,83.8,0.65
@USER @USER @USER @USER Excellent point which is why so  many will not understand the deep emotion and pain behind @USER words. She was defending her character. She is not a cheater and would not allow someone to allude that she was. The game violation at that point in the match was unreal.,neutral,62.1,60.9,2.93
@USER @USER Poor baby.,calm,65.4,72.3,1.78
@USER As we now know there were scandals.  They were covered up very well.  That's coming to end.  Slowly but surely.,neutral,61.6,61.5,1.14
@USER love .. she is fabulous 🐈💜💜💜💜💜💜💜💜💜💜💜💖,neutral,78.0,55.3,2.39
@USER @USER This Soros guy needs to be investigated. He's been kicked out of other nations &amp; here his name keeps coming up with all these anti-American groups. Finances Antifa. Pays folks to act crazy at Trump events. I know he is against our sovereignty. He hates our Constitutional rights.,anger,93.5,27.3,6.42
@USER You are right. Victoria is on the reverse...😱,neutral,68.7,57.8,2.16
@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine,hate,99.2,22.3,5.81
@USER And Donald Trump will never be president,calm,61.8,67.6,1.23
@USER Ask Kerry about Benghazi...its a subject he lies with much more authority on.,calm,66.2,66.1,0.96
@USER Holder is guilty of multiple offenses...,calm,60.5,89.3,1.54
@USER Crazy liberals,anger,88.1,39.6,6.33
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Another great train @USER Picked up some new Patriots. Thank you for including me.,neutral,67.6,69.6,2.62
@USER It's all liberals have.  It's all they ever had.  They see everything through the prism of race.,neutral,74.4,53.5,2.99
@USER @USER the right to protest. Protesting during the anthem causes people to not even recognize what he is protesting nobody's even talking about the issue just the fact that he's kneeling during the anthem which is counterproductive,neutral,60.9,52.6,1.59
@USER Aww. ☺️ I tried lol. She is such a smart ass though 😂,calm,57.7,70.8,1.94
@USER She is with stormy,neutral,61.8,69.8,1.62
There is only ONE reason why Christine Blasey Ford won't testify against Kavanaugh; despite her serious allegations.  She can't testify UNDER OATH. She'll be a willing Dem; but doesn't want to PERJURE herself.  LESS THAN 60 DAYS UNTIL NOV ELECTION  #POTUS #Trump #MAGA #KAG #NEWS URL,calm,69.8,81.6,0.79
@USER fuck off  URL,contempt,87.0,49.1,3.71
@USER @USER Fake news. Two came forward the rest didn't want to get attacked by liberals.,neutral,61.7,62.0,2.24
@USER @USER I can tell you are lying because her lips are moving. To think I voted for you and your lies. What a mug. The conservatives will never receive my vote again.,neutral,72.5,53.2,1.13
@USER here your sign.   @USER  #Liberals  @USER  @USER  @USER  @USER  @USER  @USER  @USER  #BREAKING  @USER  @USER  @USER  #MAGA  #PatriotsUnited  @USER  @USER  @USER  #AmericaFirst  @USER URL,neutral,61.4,52.7,2.98
Benidorm ✅  Creamfields ✅  Maga ✅   Not too shabby of a summer,calm,57.4,83.8,0.51
@USER @USER @USER @USER @USER @USER My Dad didn’t die so ANYONE could disrespect the fabric &amp; Country he fought4. OUR Flag&amp;Country are inseparable both defended with human blood &amp;those who disrespect the flag disrespect the country! YOU ARE TO DEFEND THE FLAG &amp; THE COUNTRY you served under &amp; took oath 2defend.,neutral,75.9,62.3,2.36
@USER @USER Congress tried Secret Shah Bano strategy for #TripleTalaq. Then they openly took a position to appease Muslim conservatives for votes. @USER trying to confuse now about their position on it again for votes. PPL of India are smarter now to know their real reason!,neutral,64.2,51.1,2.62
@USER Cue the liberals’ moral shunning of society for a minute; as they take a break from trying to ruin Brett Kavanaugh’s life &amp; humiliating his family.,calm,61.4,71.4,0.57
@USER @USER California is a state. In the USA. How stupid do you have to be to think there is gun control?,calm,69.3,82.5,0.67
@USER @USER yes he is,frustration,95.5,35.0,6.28
"@USER @USER I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""",calm,65.4,90.0,0.61
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why,contempt,76.2,42.3,3.23
@USER Us conservatives hope he does.,calm,69.3,84.1,1.09
@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case.,contempt,75.7,36.6,4.3
Soooooounds like an AWESOME plan !!!  Next he’s gonna be pulling money from Medi-care &amp; Pensions to pay for all the Golf Cart Rentals for his @USER detail that watches him struggle to stay on the fairways on all the Golf Weekends he swore “he’d NEVER have time for” #MAGA URL,hate,85.9,28.8,8.31
@USER @USER And this isn’t considered hate speech for the liberals.  If a republican said that about democrats the MSM would be raising 10 kinds of Hell   The hypocrisy is to be expected now,hate,103.0,28.0,6.6
@USER remember when antifa was respectable and intimidating??  me neither lmao,neutral,66.9,50.4,2.1
@USER So much ass tho,anger,99.9,24.2,7.06
GREAT COMEDY THERE CNN - NEWS?  NOT SO MUCH!  #MAGA!  #LICENSEREPORTERS! URL,calm,57.7,76.5,1.56
"#MAGA great thing about hurricane Florence: did not have to hear the bionic woman with the amazing memory"" talk about a party 3 million years ago URL",neutral,70.6,66.5,2.81
@USER @USER Antifa is much much smaller than white supremacists in America and responsible for a fraction of the violence. Also NAZI'S ARE BAD!!!,hate,99.8,20.1,6.36
@USER He’ll only get more popular.,neutral,64.3,56.2,2.06
@USER sounds great ^^ i already came up with 2 dumb drawings involving her that im not sure if i should make or not....espacily since i havent even read the chapters of the manga where she is in yet,neutral,70.9,68.6,1.98
@USER @USER @USER @USER @USER @USER She has no credibility. Lives in a $4 million mansion and associates with Antifa. Who would stab her in the back anyway.,calm,70.0,80.0,1.59
@USER OMG why do we care about these Hollywood Liberals??,calm,61.5,76.6,1.69
@USER He’s a cocky SOB who needs to be brought down to his knees,hate,91.3,23.2,6.41
@USER @USER @USER You just make the numbers up now don't you,neutral,71.9,53.3,2.13
@USER @USER You are a bright star for Texas.,calm,58.8,70.9,0.61
@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process,neutral,77.5,65.4,1.68
@USER You haven't a clue of what you are talking about. You cant even tell the difference between a real nazi and a freedom loving minority.,calm,58.5,76.3,1.37
@USER @USER Lmfao 🤣🤣🤣🤣 deadass,neutral,73.6,67.4,1.13
@USER He is short and felt I should bow down at the mention of engineer..  😑😒,neutral,61.5,50.7,2.02
@USER Niggaz buying pussy bitches trying to buy love...,hate,98.6,27.0,7.72
@USER @USER @USER @USER @USER @USER @USER @USER #Antifa has no place in Anonymous. No censorship. URL,neutral,62.4,53.2,1.33
@USER @USER @USER I love it when the Liberals say the word debunked kind of like when Hillary said it and she said it with such anger and forosity you knew she meant it but it was all bullshit..,disgust,82.9,40.3,4.81
#meDIAtoo:  Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!! URL,calm,63.6,72.2,1.18
@USER @USER @USER @USER @USER He is a malignant narcissist.,contempt,87.1,45.9,4.07
@USER @USER They'd be fired if they came out supporting Trump.  Twitter would probably release their addresses to that pedo group.....what's their name again.......oh yeah......Antifa.,neutral,70.5,65.7,1.79
@USER Unfirtunately i have seen hispanics justifying shit from trump. I argued with two family members of mine who believes trump did helped PR a lot.   And i have a relative who he is a trump fan  &amp; agreeds that the majority of immigrants that come are bad.   It is upsetting,disgust,82.4,52.4,4.93
"@USER @USER Her friends. Probably liberals also, so I would imagine they are willing to lie to undermine the nomination. Sure, she told us months ago""""",calm,69.6,67.0,0.89
@USER If they admitted they are lead by and  cater to sex criminals exclusively it would be harder to condemn liberals and leftists as degenerate deviant cultural marxists,neutral,62.4,57.4,1.28
.@USER  @USER  MY CFB 10 #TBT at 9pm  and you are scheduled  with me tonight!  Check in! URL,neutral,74.9,51.9,1.27
@USER @USER He is guilty until proven innocent!!!,neutral,74.4,59.6,1.44
46 million- health care for all! Gun control for MSD students.  Food for the hungry ( wait did we get the ostrich jacket?) GOP is it time yet? URL,neutral,75.8,51.7,1.47
@USER God help us all,neutral,70.7,58.8,2.57
@USER @USER @USER @USER @USER It's already legalized killing of babies and liberals are afraid of Trumps supreme court picks taking it away.,hate,98.3,21.7,8.06
@USER @USER He is truly adorable. Happy Birthday baby boy😘,calm,58.2,80.0,0.98
@USER Yet more evidence that the @USER have turned ‘The Party of Business’ into ‘The Party of Fuck Business’. Bizarre.,neutral,67.3,68.5,2.27
@USER @USER Libertarians and conservatives working together to achieve authoritarianism...shock.  The name PPC (similar to PRC) sure was a good choice for them.,calm,57.2,73.4,1.36
@USER @USER @USER Of Course they are attacking your book. I am shocked this tweet has not been censored. Keep fighting to #MAGA!,neutral,62.2,54.2,1.35
Stand with America! #Notwithkap #BoycottNike #MAGA URL,neutral,79.3,66.5,2.59
@USER =  British Biased Corporation News  Blatantly Backing Conservatives News URL,neutral,68.8,67.2,1.44
@USER The 1965 immigration Act worked exactly how liberals hoped it would. Demographics are destiny.,calm,69.2,89.1,1.19
@USER Just like the old days. If she floats she's a witch and must be burned or hanged. If she sinks and drowns she is innocent.,calm,55.4,86.3,1.42
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Cute,neutral,64.3,58.0,1.79
@USER Best news of the day,neutral,61.0,59.6,2.94
@USER You mean he is a URL,neutral,79.0,61.3,2.63
"@USER @USER @USER Gawd you are missing the point so hard. Yes she could have. Point is she is expected too. The responsibility lies solely on the woman in our culture. The man is not berated for his actions. The woman is. Listen to you silly girl"" you are part of that culture.""",disgust,71.7,48.2,5.92
@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass. I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I'd say.,hate,104.0,28.2,5.63
@USER Did she have all her personal info hacked from using GoOgLe.,neutral,78.7,61.3,1.17
*waits for a buncha braindead rednecks to burn the Levi's that they're wearing and get hauled off to the ER en masse* URL,frustration,96.8,29.2,6.75
@USER But gun control,neutral,66.4,58.8,2.24
@USER currently URL,neutral,66.1,62.8,1.64
@USER Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public. URL,calm,55.2,65.9,1.26
@USER Gun control has no correlation to homicide rates. London (guns are illegal) has a higher murder rate than New York (guns are legal). Read this: URL,calm,60.2,82.1,0.9
@USER So basically you are now preaching what they religious end of world people have been doing. Congrats,calm,57.0,89.2,1.0
@USER A disaster waiting to happen.,neutral,75.4,62.7,1.32
@USER Oasis says she is happy to oblige URL,calm,62.0,88.5,1.63
@USER @USER She was on the 81st floor of the North Tower. She is an example of the fraud perpetrated by Red Cross.  They raised an enormous amount of money and then didn’t dispense it to those in need like this woman.,neutral,78.5,63.5,2.75
@USER You know as well as I do that race hustling is all the liberals have.,neutral,63.5,54.6,2.01
We are most definitely Better off now than under the previous administration.. I still believe most sane people will vote with their head and wallet. There are many closet Republicans who when the chips are down will #VoteRedToSaveAmerica  and ignore the MSM. #KAG2018 #MAGA 🇺🇸 URL,neutral,62.5,68.0,1.54
@USER she’s just jealous of how cute you are with your scrunchie &amp; crocs!!! wear them proudly sweet pea!! 💓💕,calm,60.4,86.7,1.98
@USER @USER Further proves antifa members are larping...you clowns not John Wick and this not Imagination Land.,neutral,61.7,66.9,1.54
@USER Glad you are at least safe! Sorry to hear about this whole mess 😕,neutral,72.1,56.9,2.3
@USER So what about your antifa children harassing and threatening members of congress at their homes? Or is that different?,calm,56.0,71.5,1.62
@USER Hope your not shocked too bad in November#Kag,neutral,64.9,55.2,1.65
"@USER @USER @USER @USER @USER *sigh*  You are not an intelligent person.  I am highlighting the variance in the use of far-right"" and ""far-left"". That is all I am doing. Anything else you now fail to understand is your own fault.""",neutral,66.7,50.1,1.25
@USER Bitter liberals are so funny.  Keep posting with anger!  So fun to read....,neutral,62.8,51.5,2.23
@USER @USER Only if you want a murder charge. Stealing guns is already a felony. Shooting someone with their own gun is life in prison at best. There is just no way this ends well for whoever tries this. I honestly think this is a troll made by 4chan to get stupid antifa members shot/jailed.,hate,98.7,27.8,8.84
@USER House of flowers!!!!! Shits crazy,anger,92.4,22.0,5.24
@USER Can you Say Insanity? #LockThemAllUp #HandCuffsForHillary #MAGA URL,hate,104.4,34.4,8.5
@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama.  Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them.  Bunch of pussies.  #MerrickGarland  #Resist,anger,91.1,31.1,6.56
@USER @USER @USER Plus now we know where she likes to kiss you at when she is singing Don’t Judge Me.,neutral,74.2,50.5,2.13
@USER I figured it out! R&amp;D 😂,neutral,63.0,68.4,1.3
@USER At this point it’s like saying it’s “too soon to talk about gun control” after a school shooting. There isn’t any “too soon” anymore with gun control or climate change at the rate that things are effecting us.,neutral,60.8,64.3,2.85
@USER @USER He is.,neutral,77.5,66.2,1.85
@USER @USER An excellent idea @USER  She is so intelligent and relentless.,calm,68.7,79.8,0.57
@USER @USER You are correct.,calm,67.0,85.4,1.11
@USER Your titles scare me a little bit. ;-),calm,63.0,82.4,0.74
#TheresaMay we need a #PeoplesVote @USER URL,neutral,63.3,64.1,1.9
@USER  Please call the vote.   We #conservatives also vote in November.,neutral,61.2,68.6,2.33
@USER still waiting for mine fat,anger,100.0,39.8,6.44
@USER @USER YES BITCH,anger,90.5,33.8,5.88
@USER @USER Very cool! She 110% deserves the recognition she is getting and more. Very excited to see her take on a villainous role in her upcoming movie! #Cin #Days,calm,64.9,69.6,1.5
@USER Bullshit.,calm,64.0,79.8,1.6
@USER @USER thank god for the PPC party eh true conservatives who believe in getting out of the Paris accord and dropping supply and demand on Dairy,calm,57.1,70.4,1.0
"@USER There are reports Cuomo reached deep into his campaign war chest."" He is definitely spending a lot more this time around. $7.5 million in August on tv ads alone. Nixon spent just over $606,000 during the same period. Turn out seems like it'll be higher than usual. Another sign""",neutral,63.8,52.4,1.68
@USER And yes. Having less access to guns drops suicide rates and accidental injuried snd desths.  This can be proven by looking at every single country that has strict or better gun control.  Unkess you want to prove otherwise that these countries are just as bad.,frustration,85.0,44.9,5.29
@USER @USER I like Alex Bowman but he is not a rookie,neutral,65.2,58.6,1.45
"@USER Open a Case"" 4-this:  John Kerry: ""Obama &amp; I *KNOWINGLY  *FUNDED *TERROR""  55 BILLION $$$ With a ""B"" !!  God bless Trump #MAGA #KAG #DeepState .. (FULL LINK: URL .. URL",contempt,75.9,39.5,3.66
@USER Ren oppa!! I love you  you are cute 😊,neutral,68.7,55.8,1.42
@USER @USER Antifa Slim is obsessed with Trump.,neutral,61.7,60.3,1.37
@USER @USER @USER Okay violent liberal ANTIFA with your KKK hoods beating up strangers you know nothing about!,hate,86.5,30.9,8.64
@USER @USER Will @USER or @USER ask for some sort of gun control or once again do NOTHING? They seem to be really good at doing NOTHING!,hate,91.6,34.3,7.79
@USER @USER Now let’s do Antifa radicalization!!!,neutral,63.6,67.8,1.69
@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.,contempt,79.8,34.5,3.2
@USER @USER  Republicans should make stand and demand proofs of any allegations by liberals.  Country has wasted too much time investigating back to back false allegations by liberals.  It has not left us any time to investigate their corruptions.,calm,67.2,88.4,1.61
"@USER @USER And I'm sure she's for common sense gun control"" as long as she has gun toting bodyguards.""",calm,68.6,84.5,1.33
@USER He is like really smart.,calm,59.9,85.7,0.98
@USER Guess she knows who you are too much like by not watching you 🤷‍♀️ go figure:) have a great night Brett!,neutral,63.1,66.5,2.19
@USER You are probably the best politician I’ve heard in a long while...wish you were in Illinois!,neutral,76.0,50.3,2.93
@USER You are so fragile. It must be hard to live that way.,neutral,76.3,64.5,1.11
@USER @USER @USER @USER “It’s the people that shouldn’t have them that’s the problem” EXACTLY!! That’s gun control! Keeping them out of the hands of those who shouldn’t have them.,neutral,63.2,69.7,2.01
@USER @USER @USER He is awful. And so smug.,anger,104.5,31.5,7.88
Here is an Awesome Video of Alex Jones invading Capitol Hill watch as he tells off the mainstream media #FakeNews #WednesdayWisdom #MAGA #Trump #vaxxed #readthebook #CDCWhistleblower #VaccineHolocaust @USER @USER @USER @USER @USER URL,calm,63.7,84.8,1.74
@USER @USER She is!,calm,64.5,79.0,1.57
@USER #Causality? Is it:  1. Chicago lawmakers instituted strict #guncontrol BECAUSE of high pre-existing crime rate? 2. Crime rate is high BECAUSE strict gun control prevents law abiding citizens to be armed - so only scofflaws have guns? 3. No causality at all. Statistics are #COHORT,frustration,88.1,32.8,5.74
@USER That's new,calm,55.2,65.8,1.45
@USER I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,frustration,86.8,40.4,6.66
@USER URL It's a guy. Guy looks like a Sheila. #QANON #MAGA #GREATAWAKENING -Crocodile Dundee URL,neutral,63.6,56.9,2.91
@USER @USER @USER @USER @USER @USER @USER The FBI has already done 6 investigations on Kavanough. How many more do you whining liberals need? 🙄,calm,66.0,65.8,0.76
@USER Too many corrupt evil beings hold govt positions amd/or have too much clout w/the corrupt &amp; evil beings in gvt positions. &amp; the majority all point to the left w/a few fake conservatives in the mix. Why else is Hillary/Obama &amp; their cronies still walking free?,disgust,74.2,54.9,4.31
"@USER @USER Just because he is the elected president "", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander.""",hate,90.1,34.2,5.38
- Had a nice visit with Mommie dearest. I really had to bribe her with Diet Pepsi to eat the rest of her dinner..... 😂😭🤦🏾‍♀️ She is something else!! Love that lady....,neutral,76.6,68.7,1.47
@USER He is correct,calm,61.7,76.5,0.74
"@USER @USER @USER Medically this kind are known as Histrionic Personality Disorder"".BTW If she is brave enough to continue this heroineics with other holy books,then I will accept that India is definitely changing.""",neutral,78.2,64.1,2.79
@USER thanks for the following and together we can help MAGA and KAG but most of all thank you for your service and your sacrifices for our country,calm,55.7,89.5,1.83
@USER Doesn't matter to us. We gave up on the NFL over a year ago.,neutral,72.7,57.0,1.37
@USER I've got this great idea for a phone app though. JustWank,neutral,72.4,66.1,1.01
@USER Lovely intelligent girl who knows what she is doing at such a young age,neutral,78.9,61.4,2.99
@USER Maybe it's because you are special 😊😊😊😊,neutral,72.0,58.9,2.47
@USER @USER @USER Can you eat this child you are wild,neutral,70.3,51.7,2.86
#MeTooMovement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. #Trump #MAGA #KavanaughConfirmationHearings,disgust,80.2,46.7,6.82
@USER @USER @USER @USER @USER Yes usually in THOSE countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you.  No matter how u try in america to help gay in those countries it will have no effect cuz those ppl hate america.,neutral,75.4,50.5,1.72
"@USER @USER @USER @USER @USER @USER @USER Funny how 50s-70s weren't all that great"" for black ppl, poc, women...  maga wants to pretend there was this magical time, read all white &amp; men ""ruled"".   Irony is it wasnt even great for a lot of them if they werent rich. That whole draft into war thing for one.""",calm,59.0,87.1,0.94
The Swamp in DC &amp; NY is all about Self-Enrichment!!💰💰  #WeThePeople Must Take Our Country Back!✊  #TakeUSABack #MAGA #AmericaFirst #USA🇺🇸  #MondayMotivation #MondayMorning #MondayMood #ConstitutionDay URL,neutral,75.1,60.5,2.27
@USER Get that boy a pie! Stat!,calm,59.6,84.2,1.25
@USER @USER Actually he is a soy boy.,hate,87.1,20.1,7.05
@USER Fist pump was for the troops.,neutral,75.1,65.7,1.93
@USER You are my best player ever,neutral,76.3,65.2,2.69
"@USER @USER Yes, READ it again. They use a term for a BROAD group (leftist"" ""feminist"" ""theist"" whatever else) then, in many cases, focus on a particular EXTREME SUBSET of that group (antifa, a subset of 3rd wave feminism, YECs) without distinguishing the fact it IS a subset.""",neutral,61.6,64.0,1.8
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Very very proud of Flotus,neutral,71.8,53.2,2.18
@USER @USER When tRUmp posts shit like this you know that he is distracting from something else that is going on. #Distractification,hate,103.7,23.0,7.53
@USER @USER How much you are paying for patrol... ? Do you think it's because of naheru or Zina... Indira... ?,neutral,71.6,62.6,1.8
#Westminster @USER #Tories @USER @USER @USER @USER WTF is going wrong with #police these days 😒😠😠😠 URL,neutral,70.5,63.5,1.62
"@USER @USER And don't forget her comment I'm not some woman standing by my man like Tammy Wynette"" but she was and she is. Thus, she is his complicit enabling bimbo""",neutral,69.6,58.1,1.47
@USER I thought it was funny. He is a great player though.,calm,55.2,80.6,1.97
@USER Aaron has barely been in it this last year. He is in a few episodes then he is sent out of town for a few weeks. Robert had that story with the whites,neutral,71.6,59.4,2.28
@USER Thanks for all you are doing to MAGA!,calm,56.5,67.6,0.97
@USER The fuck!,anger,109.9,31.5,7.3
@USER Good. We can only hope. Keep talking.,neutral,77.8,56.0,1.93
"@USER I want you to want me when you are clearheaded. Her eyebrows rose in question and challenge, waiting for his response.""",calm,69.2,74.5,1.73
@USER @USER Thanks so much - this was an excellent thread. Definitely going to be taking a look through upcoming class offerings (and hopefully able to take in the SIWC presentation you are doing).,calm,61.9,67.6,1.0
@USER @USER @USER The only ones building on hate and division right now are the Dems and their enforcers Antifa and Naxine Watters.,neutral,75.6,55.6,1.82
@USER ...Stay Classy!!...what a bully - if I were the ump I take her to court for bringing his reputation into disrepute...🤔🤔🤔 URL,neutral,67.5,69.3,2.11
.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL,anger,105.7,24.1,6.33
@USER Every politician should surrender their passports to show their faith in @USER  @USER @USER @USER @USER,calm,60.7,70.9,0.6
@USER But he IS.,neutral,79.7,52.3,2.91
@USER A whore's book being published! All the looney liberals run out and buy it,hate,101.1,25.5,8.24
@USER @USER @USER @USER @USER if you are in a state with medical pot go get him some brownies or a tincture it will help.,neutral,79.8,52.8,1.14
@USER Billy Shears Rips 'Mad Captain' Donald Trump in Climate Change Song.,neutral,69.9,58.6,1.99
@USER #IWillNotSubmit to Accuser Leftist Liberals DemonRats Plantations Mind Control Agenda! Globalist puppet! #MeToo Movement Hollyweird #SnowFlakes #Pedowood was SCUM! URL,anger,97.3,23.3,6.22
@USER @USER So many conservatives are just as bad as liberals.,neutral,65.0,64.6,1.41
- You want to start off with clean skin to get all of the benefits. - Pour your water into a small glass bowl. Make sure your water is still steamy. - Grab a towel. - Place your bowl somewhere you are comfortable standing.,calm,59.9,65.3,1.78
@USER @USER @USER reckon he is upset about Wacky Wednesdays because the boys told him it was absolutely going to be a Mad Monday this time?,hate,85.5,29.9,8.22
"@USER @USER You say you're part of the resistance so I'm fairly certain you are pro-gun control. My question to you is...Why would you want a government headed by this so called dictator"" to enact stricter gun control? I don't think that's an argument that'll get you very far.""",hate,96.1,23.0,5.47
It’s good that @USER is taking a page out of @USER book by hiring more high power woman in leadership roles. If only he was as good of a leader as #POTUS45 maybe the #Mavericks wouldn’t be in the position they are now. #MarkCuban #metoo #maga,neutral,65.4,63.3,1.14
@USER Yup total gun control works just fine.  Well not in Mexico.,neutral,61.5,51.7,2.48
